gene_id,gene_name,panessential,localisation,transmembrane,oncogenicity,tol_LOEUF,tractability_SM,safety
ENSG00000006831,ADIPOR2,0,2,3,0,1,0.5,0
ENSG00000007047,MARK4,0,1,0,0,0,2,0
ENSG00000007062,PROM1,0,0.945736434108528,3,0,2,0,0
ENSG00000007080,CCDC124,0,1.06666666666667,0,0,1,0.5,0
ENSG00000007168,PAFAH1B1,-2,0.511363636363636,0,0,0,0,0
ENSG00000007202,BLTP2,0,0,0,0,0,0,0
ENSG00000007216,SLC13A2,0,0.883720930232558,3,0,2,0,0
ENSG00000007237,GAS7,0,1.5,0,0,0,0,0
ENSG00000007255,TRAPPC6A,0,1,0,0,3,0,0
ENSG00000007384,RHBDF1,0,1,3,0,1,0,0
ENSG00000007392,LUC7L,0,0,0,0,0,0,0
ENSG00000007402,CACNA2D2,0,2,3,0,0,2,0
ENSG00000007516,BAIAP3,0,1.05952380952381,0,0,2,0,0
ENSG00000007520,TSR3,0,1,0,0,2,0,0
ENSG00000007541,PIGQ,0,1,3,0,1,0,0
ENSG00000007545,CRAMP1,0,0,0,0,0,0,0
ENSG00000007866,TEAD3,0,0,0,0,0,0.5,0
ENSG00000007908,SELE,0,1.41818181818182,3,2,1,2,-1
ENSG00000007923,DNAJC11,0,0.824561403508772,0,0,0,0,0
ENSG00000007933,FMO3,0,1,3,0,3,0,-1
ENSG00000007944,MYLIP,0,1.27272727272727,0,0,1,0.5,0
ENSG00000008018,PSMB1,-2,0.476744186046512,0,2,0,2,0
ENSG00000008083,JARID2,0,0.135593220338983,0,3,0,0.5,0
ENSG00000008086,CDKL5,0,0.483870967741936,0,0,0,2,0
ENSG00000008130,NADK,0,1,0,3,1,0.5,0
ENSG00000008196,TFAP2B,0,0,0,2,0,0,-1
ENSG00000008256,CYTH3,0,1.14814814814815,0,2,0,0.5,0
ENSG00000008282,SYPL1,0,0.743589743589744,3,0,1,0,0
ENSG00000008283,CYB561,0,1,3,0,1,0,0
ENSG00000008294,SPAG9,0,0.727272727272727,0,2,0,0.5,0
ENSG00000008300,CELSR3,0,2,3,0,0,0,0
ENSG00000008394,MGST1,0,1.032,3,0,3,0,0
ENSG00000008441,NFIX,0,0,0,0,0,0,0
ENSG00000008513,ST3GAL1,0,0.712871287128713,3,0,0,1,0
ENSG00000008517,IL32,0,0.5,0,0,3,0,0
ENSG00000008710,PKD1,0,1.06837606837607,3,0,0,0,0
ENSG00000008735,MAPK8IP2,0,1,0,0,0,0,0
ENSG00000008838,MED24,0,0,0,0,1,0.5,0
ENSG00000008869,HEATR5B,0,0.615384615384615,0,0,1,0,0
ENSG00000008952,SEC62,0,1,3,0,0,0,0
ENSG00000008988,RPS20,-2,0.566265060240964,0,0,2,1,0
ENSG00000009307,CSDE1,0,1.08510638297872,0,-2,0,0,0
ENSG00000009335,UBE3C,0,0,0,0,0,0,0
ENSG00000009413,REV3L,-2,0,0,0,0,1.5,0
ENSG00000009844,VTA1,0,0.526315789473684,0,0,1,0,0
ENSG00000009954,BAZ1B,0,0,0,2,0,0,0
ENSG00000010017,RANBP9,0,0.513513513513513,0,2,0,0,0
ENSG00000010165,METTL13,0,0.666666666666667,0,0,1,0.5,0
ENSG00000010244,ZNF207,-2,0.125,0,0,0,0,0
ENSG00000010256,UQCRC1,-2,1,0,0,1,0.5,0
ENSG00000010278,CD9,0,0.655737704918033,3,0,1,0.5,0
ENSG00000010292,NCAPD2,-2,0.30952380952381,0,0,1,0,0
ENSG00000010319,SEMA3G,0,0.181818181818182,0,0,2,0,0
ENSG00000010322,NISCH,-2,0.83076923076923,0,0,0,2,0
ENSG00000010327,STAB1,0,1.2,3,0,1,0,0
ENSG00000010404,IDS,0,1,0,0,0,0,0
ENSG00000010610,CD4,0,1.33333333333333,3,2,1,0.5,0
ENSG00000010803,SCMH1,0,0,0,2,1,0,0
ENSG00000010810,FYN,0,1.24074074074074,0,3,0,2.5,-1
ENSG00000010818,HIVEP2,0,0,0,0,0,0,0
ENSG00000011007,ELOA,0,0,0,2,0,0,0
ENSG00000011009,LYPLA2,0,0.454545454545455,0,0,0,1,0
ENSG00000011028,MRC2,0,0,3,2,0,0,0
ENSG00000011052,NME1-NME2,0,,,0,2,0.5,0
ENSG00000011105,TSPAN9,0,2,3,0,1,0,0
ENSG00000011114,BTBD7,0,0,0,0,1,0,0
ENSG00000011198,ABHD5,0,0.538461538461538,0,0,1,1,0
ENSG00000011201,ANOS1,0,0.4,0,2,0,0,0
ENSG00000011243,AKAP8L,0,0.0909090909090909,0,0,0,0,0
ENSG00000011258,MBTD1,0,0,0,0,0,0,0
ENSG00000011260,UTP18,-2,0,0,0,1,0.5,0
ENSG00000011275,RNF216,0,0.448275862068966,0,0,1,0,0
ENSG00000011295,TTC19,0,1,0,0,2,0,0
ENSG00000011304,PTBP1,0,0,0,2,0,1.5,0
ENSG00000011347,SYT7,0,0.954081632653061,3,0,0,0,0
ENSG00000011405,PIK3C2A,0,0.630952380952381,0,2,0,2.5,0
ENSG00000011422,PLAUR,0,1.01818181818182,0,2,1,1.5,-1
ENSG00000011426,ANLN,-2,0.781818181818182,0,0,0,0.5,0
ENSG00000011451,WIZ,0,0,0,0,0,0,0
ENSG00000011454,RABGAP1,0,1,0,0,0,0,0
ENSG00000011465,DCN,0,0.842105263157895,0,2,1,0,0
ENSG00000011485,PPP5C,0,0.538461538461538,0,2,0,2.5,0
ENSG00000011523,CEP68,0,0.4,0,0,0,0,0
ENSG00000011566,MAP4K3,0,1,0,2,0,2,0
ENSG00000011600,TYROBP,0,1.17241379310345,3,0,1,0.5,0
ENSG00000011638,LDAF1,0,1,3,0,3,0,0
ENSG00000012048,BRCA1,0,0.15,0,-2,1,1,0
ENSG00000012061,ERCC1,0,0.0588235294117647,0,2,2,1,0
ENSG00000012124,CD22,0,0.941176470588236,3,2,0,1,0
ENSG00000012171,SEMA3B,0,0.888888888888889,0,0,,0,0
ENSG00000012174,MBTPS2,-2,1,3,0,0,0,0
ENSG00000012223,LTF,0,0.726256983240224,0,0,2,1.5,0
ENSG00000012232,EXTL3,0,1,3,0,1,0,0
ENSG00000012660,ELOVL5,0,1,3,0,0,0,0
ENSG00000012779,ALOX5,0,0.443396226415094,0,0,1,2,0
ENSG00000012822,CALCOCO1,0,0.590909090909091,0,2,1,0,0
ENSG00000012963,UBR7,0,,0,0,0,0,0
ENSG00000012983,MAP4K5,0,1,0,2,0,2,0
ENSG00000013275,PSMC4,-2,0.382352941176471,0,2,0,1,0
ENSG00000013288,MAN2B2,0,0.6,0,0,2,0,0
ENSG00000013306,SLC25A39,0,1,3,0,2,0,0
ENSG00000013364,MVP,0,0.526315789473684,0,2,1,0,0
ENSG00000013374,NUB1,0,0.333333333333333,0,0,1,0,0
ENSG00000013375,PGM3,0,1,0,0,1,0,0
ENSG00000013441,CLK1,0,0.2,0,0,1,3,0
ENSG00000013561,RNF14,0,0.433333333333333,0,2,1,0,0
ENSG00000013573,DDX11,-2,0.0555555555555556,0,0,1,0,0
ENSG00000013583,HEBP1,0,0.0967741935483871,0,0,3,0,0
ENSG00000013588,GPRC5A,0,0.38,3,2,3,0,0
ENSG00000013810,TACC3,-2,1,0,2,1,0.5,0
ENSG00000014123,UFL1,0,0.838709677419355,0,0,1,0,0
ENSG00000014164,ZC3H3,0,0,0,0,0,0,0
ENSG00000014216,CAPN1,0,0.788888888888889,0,2,1,3,0
ENSG00000014641,MDH1,0,0.414634146341463,0,0,0,0,0
ENSG00000014824,SLC30A9,0,0.75,3,0,1,0,0
ENSG00000014919,COX15,0,0.815384615384615,3,0,2,0,0
ENSG00000015133,CCDC88C,0,1,0,0,0,0,0
ENSG00000015171,ZMYND11,0,0,0,0,0,0,0
ENSG00000015479,MATR3,0,,0,0,0,0,0
ENSG00000015532,XYLT2,0,0.545454545454545,3,0,0,0,0
ENSG00000015568,RGPD5,0,0.2,0,0,,0,0
ENSG00000015676,NUDCD3,-2,1,0,0,0,0,0
ENSG00000016391,CHDH,0,1,0,0,1,0,0
ENSG00000016402,IL20RA,0,2,3,2,1,0,0
ENSG00000016864,GLT8D1,0,1,3,0,2,0,0
ENSG00000017260,ATP2C1,0,1.04545454545455,3,0,0,1,0
ENSG00000017427,IGF1,0,0.788461538461538,0,3,1,1,-1
ENSG00000017797,RALBP1,0,1,0,2,0,0.5,0
ENSG00000018236,CNTN1,0,0.857142857142858,0,0,0,0,0
ENSG00000018408,WWTR1,0,0.513513513513513,0,3,0,0.5,0
ENSG00000018510,AGPS,0,0.84,0,0,0,0,0
ENSG00000018625,ATP1A2,0,1.3768115942029,3,0,0,2,-1
ENSG00000019144,PHLDB1,0,0.911111111111111,0,0,0,0,0
ENSG00000019169,MARCO,0,1.11538461538462,3,0,2,0,0
ENSG00000019186,CYP24A1,0,1,0,0,3,2,-1
ENSG00000019505,SYT13,0,1.1,3,0,0,1,0
ENSG00000019549,SNAI2,0,0.227272727272727,0,2,0,0,0
ENSG00000019582,CD74,0,0.97037037037037,3,3,1,2,0
ENSG00000019995,ZRANB1,0,0.433333333333333,0,0,0,0,0
ENSG00000020129,NCDN,-2,1,0,0,0,0,0
ENSG00000020181,ADGRA2,0,2,3,0,1,0,0
ENSG00000020577,SAMD4A,0,0.515151515151515,0,0,0,0,0
ENSG00000020633,RUNX3,0,0.240740740740741,0,2,0,0,0
ENSG00000020922,MRE11,0,0.184615384615385,0,-2,1,1,0
ENSG00000021300,PLEKHB1,0,1,0,0,1,0,0
ENSG00000021355,SERPINB1,0,0.658823529411765,0,0,2,0,0
ENSG00000021762,OSBPL5,0,1,3,0,1,0,0
ENSG00000021776,AQR,-2,0,0,2,0,0.5,0
ENSG00000022267,FHL1,0,0.837837837837838,0,0,0,0,0
ENSG00000022277,RTF2,-2,0,0,0,1,0,0
ENSG00000022355,GABRA1,0,1.78571428571429,3,0,0,2,-1
ENSG00000022556,NLRP2,0,1,0,0,2,0,0
ENSG00000022567,SLC45A4,0,0,3,0,1,0,0
ENSG00000022840,RNF10,0,1.58064516129032,0,0,0,0,0
ENSG00000023041,ZDHHC6,0,1,3,0,1,0,0
ENSG00000023171,GRAMD1B,0,1.2,3,0,0,0,0
ENSG00000023191,RNH1,0,0.228070175438597,0,0,2,0.5,0
ENSG00000023228,NDUFS1,0,1,0,0,1,0.5,0
ENSG00000023287,RB1CC1,0,0.868131868131868,0,2,0,0.5,0
ENSG00000023318,ERP44,0,0.688888888888889,0,0,0,0.5,0
ENSG00000023330,ALAS1,0,0.764705882352941,0,0,0,0,0
ENSG00000023445,BIRC3,0,0.433333333333333,0,3,1,2,0
ENSG00000023516,AKAP11,0,0.75,0,0,0,0,0
ENSG00000023572,GLRX2,0,0.541666666666667,0,0,3,0.5,0
ENSG00000023734,STRAP,-2,0.833333333333333,0,2,0,0,0
ENSG00000023839,ABCC2,0,2,3,0,2,2,-1
ENSG00000023902,PLEKHO1,0,1.625,0,0,0,0,0
ENSG00000023909,GCLM,0,1,0,0,0,0,0
ENSG00000024048,UBR2,0,0.785714285714286,0,0,0,0,0
ENSG00000024422,EHD2,0,0.914893617021277,0,0,1,0,0
ENSG00000024526,DEPDC1,0,0,0,0,1,0,0
ENSG00000025039,RRAGD,0,0.666666666666667,0,2,0,0.5,0
ENSG00000025293,PHF20,0,0.0833333333333333,0,2,0,0,0
ENSG00000025434,NR1H3,0,0.292682926829268,0,0,0,3,-1
ENSG00000025708,TYMP,0,1,0,0,1,3,0
ENSG00000025770,NCAPH2,-2,0,0,0,1,0,0
ENSG00000025772,TOMM34,0,0.902439024390244,0,0,1,0,0
ENSG00000025796,SEC63,-2,1,3,0,1,0,0
ENSG00000025800,KPNA6,0,0.470588235294118,0,2,0,0,0
ENSG00000026025,VIM,0,0.529411764705882,0,2,0,1,0
ENSG00000026036,RTEL1-TNFRSF6B,0,,,0,,0,0
ENSG00000026297,RNASET2,0,0.746575342465753,0,0,1,0,0
ENSG00000026508,CD44,0,1.17647058823529,3,2,1,0,0
ENSG00000026559,KCNG1,0,2,3,0,1,1,0
ENSG00000026751,SLAMF7,0,2,3,0,1,0,0
ENSG00000026950,BTN3A1,0,2,3,0,2,1,0
ENSG00000027001,MIPEP,0,1,0,0,2,0,0
ENSG00000027075,PRKCH,0,0.547619047619048,0,2,0,2,0
ENSG00000027697,IFNGR1,0,2,3,-2,1,1,0
ENSG00000028116,VRK2,0,0.775862068965517,3,0,2,2,0
ENSG00000028137,TNFRSF1B,0,1.03846153846154,3,2,0,0,0
ENSG00000028203,VEZT,0,1.16071428571429,3,0,0,0,0
ENSG00000028310,BRD9,0,0,0,0,1,1.5,0
ENSG00000028528,SNX1,0,1,0,2,0,0.5,0
ENSG00000029153,BMAL2,0,0.0571428571428571,0,0,1,0,0
ENSG00000029363,BCLAF1,-2,0.0714285714285714,0,0,1,0,0
ENSG00000029364,SLC39A9,0,1,3,0,0,0,0
ENSG00000029534,ANK1,0,1.39024390243902,0,0,0,1,0
ENSG00000029559,IBSP,0,0,0,0,2,0,0
ENSG00000029725,RABEP1,0,1,0,0,0,0.5,0
ENSG00000029993,HMGB3,0,0.5,0,0,1,0,0
ENSG00000030066,NUP160,-2,0.195121951219512,0,2,0,0,0
ENSG00000030419,IKZF2,0,0,0,0,0,0.5,0
ENSG00000030582,GRN,0,0.824175824175824,0,0,0,0,0
ENSG00000031003,FAM13B,0,1,0,2,0,0,0
ENSG00000031081,ARHGAP31,0,1,0,2,0,0,0
ENSG00000031698,SARS1,-2,0.325,0,0,0,0.5,0
ENSG00000031823,RANBP3,0,0.0967741935483871,0,0,0,0,0
ENSG00000032444,PNPLA6,0,1,3,0,1,0,0
ENSG00000033011,ALG1,-2,1,3,0,2,0,0
ENSG00000033050,ABCF2,0,,0,0,0,0,0
ENSG00000033100,CHPF2,0,1,3,0,2,0,0
ENSG00000033170,FUT8,0,0.625,3,0,1,1,0
ENSG00000033178,UBA6,0,0.8,0,0,1,2,0
ENSG00000033327,GAB2,0,1.27777777777778,0,3,0,0.5,0
ENSG00000033627,ATP6V0A1,0,0.832618025751073,3,0,0,0.5,0
ENSG00000033800,PIAS1,0,0,0,2,0,0,0
ENSG00000033867,SLC4A7,0,2,3,0,0,0,0
ENSG00000034152,MAP2K3,0,0.4,0,2,1,2,0
ENSG00000034510,TMSB10,0,1,0,0,3,0,0
ENSG00000034677,RNF19A,0,1,3,0,0,0,0
ENSG00000034713,GABARAPL2,0,1,0,0,3,0,0
ENSG00000034971,MYOC,0,0.648648648648649,0,0,2,0,0
ENSG00000035115,SH3YL1,0,2,0,0,2,0,0
ENSG00000035141,FAM136A,-2,1,0,0,3,0,0
ENSG00000035403,VCL,-2,0.859504132231405,0,2,0,1,0
ENSG00000035681,NSMAF,0,1,0,2,1,0,0
ENSG00000035687,ADSS2,0,0.441860465116279,0,0,0,1.5,0
ENSG00000035862,TIMP2,0,0.761904761904762,0,2,0,0,-1
ENSG00000035928,RFC1,-2,0.0384615384615385,0,-2,0,0.5,0
ENSG00000036054,TBC1D23,0,1,0,0,1,0,0
ENSG00000036257,CUL3,-2,0.446153846153846,0,-2,0,0,0
ENSG00000036448,MYOM2,0,1,0,0,2,0,0
ENSG00000036549,ZZZ3,0,0,0,0,0,0,0
ENSG00000037474,NSUN2,0,0.210526315789474,0,0,1,0,0
ENSG00000037749,MFAP3,0,0.692307692307693,3,0,2,0,0
ENSG00000038210,PI4K2B,0,1.05681818181818,0,0,1,1,0
ENSG00000038219,BOD1L1,0,0,0,0,0,0,0
ENSG00000038274,MAT2B,0,0.222222222222222,0,0,1,1.5,0
ENSG00000038358,EDC4,0,0.679245283018868,0,0,0,0,0
ENSG00000038382,TRIO,0,1,0,2,0,1,0
ENSG00000038427,VCAN,0,0.784313725490196,0,2,0,0,0
ENSG00000038532,CLEC16A,0,1,0,0,0,0,0
ENSG00000038945,MSR1,0,0.933333333333333,3,0,3,0,0
ENSG00000039068,CDH1,0,1.19852941176471,3,3,0,0.5,0
ENSG00000039123,MTREX,-2,0,0,0,0,0.5,0
ENSG00000039139,DNAH5,0,0.966666666666667,0,0,1,0,0
ENSG00000039319,ZFYVE16,0,1,0,2,1,0,0
ENSG00000039523,RIPOR1,0,0.294117647058824,0,0,0,0,0
ENSG00000039560,RAI14,0,0.411764705882353,0,0,0,0,0
ENSG00000039650,PNKP,0,0.16,0,0,2,0,0
ENSG00000040341,STAU2,0,0.660377358490567,0,0,0,0,0
ENSG00000041353,RAB27B,0,0.936363636363637,0,0,1,0.5,0
ENSG00000041357,PSMA4,-2,0.378787878787879,0,2,0,2,0
ENSG00000041802,LSG1,-2,0.305084745762712,0,0,1,0,0
ENSG00000041982,TNC,0,0.521739130434783,0,3,0,0.5,0
ENSG00000042062,RIPOR3,0,,0,0,2,0,0
ENSG00000042286,AIFM2,0,0.87719298245614,3,2,2,0,0
ENSG00000042429,MED17,-2,0,0,0,1,0.5,0
ENSG00000042445,RETSAT,0,0.5,0,0,2,0,0
ENSG00000042493,CAPG,0,0.253731343283582,0,2,2,0,0
ENSG00000042753,AP2S1,-2,1.21189591078067,0,2,1,0,0
ENSG00000043039,BARX2,0,0.375,0,0,1,0,0
ENSG00000043093,DCUN1D1,0,0.428571428571429,0,3,0,1,0
ENSG00000043143,JADE2,0,0,0,0,0,0,0
ENSG00000043462,LCP2,0,1.6,0,2,0,0,0
ENSG00000044090,CUL7,0,0.655172413793103,0,0,1,0,0
ENSG00000044115,CTNNA1,0,1.69491525423729,0,-2,0,0.5,0
ENSG00000044524,EPHA3,0,0.678571428571429,3,3,1,3,0
ENSG00000044574,HSPA5,-2,0.771929824561404,0,2,0,2,0
ENSG00000046604,DSG2,0,0.702702702702702,3,2,1,1,0
ENSG00000046651,OFD1,0,0.615384615384615,0,0,0,0,0
ENSG00000046653,GPM6B,0,2,3,0,1,0,0
ENSG00000046889,PREX2,0,1.27272727272727,0,3,1,0,0
ENSG00000047188,YTHDC2,0,0.823529411764706,0,0,0,0.5,0
ENSG00000047230,CTPS2,0,1,0,0,0,1.5,0
ENSG00000047249,ATP6V1H,-2,0.809523809523809,0,0,1,0.5,0
ENSG00000047315,POLR2B,-2,0,0,2,0,0.5,0
ENSG00000047346,ATOSA,0,,0,0,0,0,0
ENSG00000047410,TPR,-2,0.0806451612903226,0,2,0,0,0
ENSG00000047457,CP,0,0.522727272727273,0,0,1,1.5,0
ENSG00000047578,KATNIP,0,0.272727272727273,0,0,1,0,0
ENSG00000047617,ANO2,0,0.5,3,0,1,0,0
ENSG00000047644,WWC3,0,1,0,0,0,0,0
ENSG00000047849,MAP4,0,1,0,0,0,0,0
ENSG00000047932,GOPC,0,1.04123711340206,0,0,1,0.5,0
ENSG00000047936,ROS1,0,2,3,3,2,2,0
ENSG00000048052,HDAC9,0,0.087719298245614,0,2,0,2,0
ENSG00000048140,TSPAN17,0,2,3,0,2,0,0
ENSG00000048162,NOP16,-2,0,0,0,2,0,0
ENSG00000048392,RRM2B,0,0.604651162790698,0,2,1,1.5,0
ENSG00000048471,SNX29,0,,0,0,1,0,0
ENSG00000048540,LMO3,0,0.625,0,0,1,0,0
ENSG00000048544,MRPS10,-2,1,0,0,3,0.5,0
ENSG00000048649,RSF1,0,0,0,0,0,0,0
ENSG00000048707,VPS13D,-2,0,0,0,0,0,0
ENSG00000048740,CELF2,0,0.15,0,0,0,0,0
ENSG00000048828,FAM120A,0,1,0,0,0,0,0
ENSG00000048991,R3HDM1,0,,0,0,0,0,0
ENSG00000049089,COL9A2,0,0.545454545454545,0,2,1,0,0
ENSG00000049130,KITLG,0,0.892857142857143,3,2,0,0.5,0
ENSG00000049239,H6PD,0,1,0,0,1,0,0
ENSG00000049245,VAMP3,0,1.02312138728324,3,0,2,0,0
ENSG00000049246,PER3,0,0.5,0,0,1,0,0
ENSG00000049283,EPN3,0,0.818181818181819,0,2,2,0,0
ENSG00000049323,LTBP1,0,0.8,0,0,0,0,0
ENSG00000049449,RCN1,0,1,0,0,2,0,0
ENSG00000049540,ELN,0,0,0,2,1,0,0
ENSG00000049541,RFC2,-2,0,0,2,1,0.5,0
ENSG00000049618,ARID1B,0,0.2,0,-2,0,0,0
ENSG00000049656,CLPTM1L,0,1,3,0,1,0,0
ENSG00000049759,NEDD4L,0,0.446153846153846,0,2,0,1,0
ENSG00000049860,HEXB,0,0.83625730994152,0,0,1,2,0
ENSG00000050130,JKAMP,0,1,3,0,1,0,0
ENSG00000050165,DKK3,0,0,0,0,2,0,0
ENSG00000050327,ARHGEF5,0,0.617647058823529,0,2,1,0,0
ENSG00000050344,NFE2L3,-2,0,0,0,2,0,0
ENSG00000050393,MCUR1,0,1,3,0,2,0,0
ENSG00000050405,LIMA1,0,1.81395348837209,0,2,1,0,0
ENSG00000050426,LETMD1,0,0.673469387755102,3,0,1,0,0
ENSG00000050438,SLC4A8,0,1.63265306122449,3,0,0,0,0
ENSG00000050628,PTGER3,0,0.76923076923077,3,0,1,2,0
ENSG00000050748,MAPK9,0,0.425925925925926,0,2,1,3,-1
ENSG00000050820,BCAR1,0,1,0,2,0,0,0
ENSG00000051108,HERPUD1,0,1,3,0,0,0,0
ENSG00000051128,HOMER3,0,1.21428571428571,0,0,0,0.5,0
ENSG00000051382,PIK3CB,0,0.5,0,3,0,2,0
ENSG00000051523,CYBA,0,1.21538461538462,0,2,3,0,0
ENSG00000051620,HEBP2,0,0.688888888888889,0,0,3,0.5,0
ENSG00000052126,PLEKHA5,0,0.4,0,2,0,0,0
ENSG00000052344,PRSS8,0,0.416666666666666,3,0,1,1.5,0
ENSG00000052723,SIKE1,0,1,0,0,1,0,0
